id;uuid;name of product/component/feature/subfeature;description;type;status;color_class
14151655;ed3dc2dd-a99b-45d8-8d74-df5a888d716a;Ability to make SOGI and R&E fields required;"This is no longer a requirement for Elation

<p></p>";feature;Cancelled;red
14176341;7bc60efe-824f-4301-8025-c7867bc02734;Ability to complete forms in the office / tablet / kiosk;"";feature;Backlog;smokeLight
14176396;2f4031b7-4b6e-4d37-aa50-3cd5300d1535;Inclusive Patient Demographics for print templates;"**Problem Statement:** Currently, the EHR does not thoughtfully display information related to a patient’s sex at birth and gender\. Our templates display Gender but is pulling sex assigned at birth which is inaccurate and insensitive to the patient\.  <span data-preserve-white-space></span>
**Solution Statement:** The first phase is to ensure that our template that is being used accurately display sex assigned at birth and gender\. Specifically, the print\.html template is used in\.
**Why Now:** Having a stance and addressing how we display this information is important because it impacts trust in patient care and inclusive demographics is pivotal for individualized and effective healthcare\. <span data-preserve-white-space></span>
**Definition of Success:** Churn \(NPS\), Competitive parity, Reduction in support tickets, Patients that trust our product
**Key X\-Functional Partners:** Erin Hawley, Leanna Syrimis, Merrit Neptune, Abby Case <span data-preserve-white-space></span>
**Key Links:**
- [PRD](https://elationhealth.atlassian.net/wiki/spaces/PROD/pages/edit-v2/2788884848?draftShareId=a5b7e083-e247-4088-9555-685db39d4869&inEditorTemplatesPanel=auto_closed) WIP

- FRD

- Post\-Release Report
";feature;Done (Archive);green
14221042;c907e639-c351-4e0d-ae7a-e4c55b7b444a;Sign off API;"";feature;Done;green
14222177;092bdcad-42e2-4e34-ba3a-dab4f7208220;Insight Platform;"";feature;Backlog;smokeLight
14227812;2ca79edc-2716-452d-aea7-d1dd548b9468;Make Provider Calendars Workspace Aware;"";feature;Done (Archive);green
14227816;1234f6ae-0577-47d0-8167-d7cb63079c5d;Make Practice Home Queue Workspace Aware;"";feature;Done (Archive);green
14227821;ee9e9089-6ac9-4be3-a732-0e11bc2eb9db;Add Workspace Context to Sign Log and Action Log;How do you know what workspace a given action (ex: visit note sign, appointment scheduled) was taken in?;feature;Backlog;smokeLight
14227830;cf703149-279e-4218-adc3-e958b7130c1f;Assign a specific timezone to a workspace;"";feature;Done (Archive);green
14227831;627c7f1f-0286-4848-b2c6-63900f40b049;Assign specific practice locations to a workspace;"";feature;Done (Archive);green
14227832;e7c10e30-3eb9-46be-b7f4-564f65016333;Assign specific print headers to a workspace;"";feature;Done (Archive);green
14227834;93f76703-a14e-4a6a-a85a-43df47498156;Assign specific lab accounts to a workspace;"";feature;Done (Archive);green
14227860;181e2132-a532-4b79-8e16-ef47633916de;Assign specific Visit Note templates to a workspace;"";feature;Done (Archive);green
14227861;1a3bd643-444a-4754-9baa-0c2e1a769d88;Assign specific ROS templates to a workspace;"";feature;Done (Archive);green
14227862;3fbf18d6-80c1-4e49-8ebf-01ffab6fe756;Assign specific PE templates to a workspace;"";feature;Done (Archive);green
14227864;3b9bc92f-5196-4eb2-9df1-ece5b6fd17d2;Assign specific Letter & Referral templates to a workspace;"";feature;Done (Archive);green
14227952;0391b43b-4d68-4f13-8d9e-d0430960ade7;Assign specific Fax Inboxes to a workspace;"Problem Statement:

\* Practices with multiple locations & fax numbers may see inbound documents in the fax inbox that are not meant for them, which can create clutter and confusion  
  


Solution Statement: <span data-preserve-white-space></span>

\* Make fax inbox workspace aware so practices can specify which fax lines documents should be visible in a given workspace

<span data-preserve-white-space></span>  


Why Now:

\* Last mile request from reference customer <span data-preserve-white-space></span>
";feature;Done (Archive);green
14227963;94bdb2e1-81e1-4975-bd15-57a490e09f1c;Network Attribution;"- Patients can be attributed to a specific network/payer

- That payer can access patients attributed to them at a specific practice without being exposed to other patients in the practice
";feature;Backlog;smokeLight
14227965;4ac1e18b-02c1-4126-ad0b-3a72c4804fcf;Program Attribution;"As we bring on capabilities like care pathways, enable practices to specify the program patients are in and allow them to GET patients based on attribution to a program\. <span data-preserve-white-space></span>
";feature;Backlog;smokeLight
14236436;7c655cb9-e850-4e19-9d1e-764916cc152e;Add Provider as a configurable resource in workspaces;"";subfeature;Done;green
14236895;ee2dbbd5-95c6-424c-a93f-5a172ff790b0;Update scheduling UX to reflect workspace awareness;"";subfeature;Done;green
14237218;6a8efdd9-aee8-4c1d-a2b4-a971fa6163af;Improve Manage Accounts UX;"- Add table view

- Add additional columns of context to reflect user configurations (user groups, patient access, etc)

- Add bulk action ability
";feature;Backlog;smokeLight
14241168;988935fd-b284-444d-80c8-8f42d87b0a73;Enhance 'Confidential' Feature for sensitive data use cases;<p></p>;feature;Backlog;smokeLight
14242882;8328e0b4-1277-41d5-9f7e-03a996dd63da;Internal API Endpoint for Audit Logs;"";feature;Backlog;smokeLight
14242905;d62b52ba-cca3-4d61-a9ff-ba14fadb4017;Require confirmation when adding new Physician user;"";subfeature;Done (Archive);green
14243191;dc9a8228-dac8-4433-a43e-b7745d5d361c;reduce definition creation friction;"### Improve Care Gaps Documentation

##### High Level Focus

- Value\-based enterprise dev teams enjoy and quickly successfully deploy Care Gaps\-based solutions in production

- developer UX is so good, customer become advocates for the Elation dev platform

- Thoughtful developer documentation becomes a key value proposition


##### Key Persona

- Value\-based enterprise development teams


##### Key Measures

- decrease time to successfully deploy care gap definitions to production after sandbox onboarding

- improve Elation platform developer NPS


##### Options to Try

- Opinionated best practice examples

- Call Care Gaps APIs from documentation


##### Current Behavior

- Developers struggle to create definition payloads with the concepts they need to succeed

- Elation has to generate json definition payloads to help customers get started


##### Target Behavior

- Developers are self\-sufficient and successfully deploy Care Gaps solutions to production because of Elation’s documentation


<p></p>

[Investment Context|smart-link](https://docs.google.com/document/d/1Y-BL7AujQ5sYgjq5LBB78LyRrNrdDP-MTtsmdXqZJEM/edit?usp=sharing)
";subfeature;Discovery Candidate;cyan
14244130;64b25c53-6bba-433b-a8f4-6159c52df8e6;Practice Reporting Optimization (PRO);"# High-Level Description

Opportunity to reduce manual work and enable more efficient and reliable guidance to VBOs around Care Gap performance. This will also open up opportunity to transition some of the value from these  guidance directly to customers via self-serve in-app insights value.

# PRD Link

[*https://elationhealth.atlassian.net/wiki/spaces/PROD/pages/2284126514/PRD+Practice+Reporting+Optimization+PRO*](https://elationhealth.atlassian.net/wiki/spaces/PROD/pages/2284126514/PRD+Practice+Reporting+Optimization+PRO)

<p></p>

# Context

<p></p>

<https://docs.google.com/spreadsheets/d/1XcUtk0fV1aEZ9izAuJwsZ8TtRq3FGKDKvHGR28gbNUg/edit?usp=sharing>

<p></p>

<https://docs.google.com/presentation/d/17IEDTvN7N8zvKbGZZcLikxLQvXeP30Nl_e2xSLNYUgc/edit?usp=sharing>

<p></p>

Example of manual reporting from Lauren, high level plan

1. enable this Care Gaps insights in Looker for manual crafting into customer messaging

2. learn from #1 and transition high value approaches to self-service customer (in-app  UX)
";subfeature;Discovery Candidate;cyan
14307193;21bc534a-ad3f-4f52-8a39-62a929bed8a0;Timezone based on user's tz in browser;"";feature;Backlog;smokeLight
14308265;4e53041e-b52d-423c-b79a-ba8b4349cdc3;Elation Admin RBAC;The Elation admin currently has very limited capabilities to segment access based on user role.;feature;Backlog;smokeLight
14332678;db03fa76-989a-4215-ad06-79bd5f8bd5ea;Mark Form Questions As Required;"";feature;Backlog;smokeLight
14354929;1a1b81f5-804f-4d8a-bdc0-23f31db01adf;RTE Available in Demo;"";subfeature;Done (Archive);green
14354934;701faae0-4f56-49fc-905a-7b9b522f4e05;Ability to track and view usage;"";subfeature;Done (Archive);green
14354965;da61e431-55b4-48f2-bcba-8191e8f7052c;Display fax error information in Elation Phase 2;"In Phase 1 we provided the ability to see information about errors that have come through Softlinx. However, it is possible that a fax may fail on the Elation side. With these enhancements we will:

* Show error information in cases where there is a failure on the Elation side (internal error)

* Show additional error information that the practice can copy and paste into their support request to accelerate resolution times

<p></p>";feature;Done (Archive);green
14450957;abb2d764-1fcb-4a3e-8b0a-2bb56566927c;Closing Code Rules;"# High-Level Description

Opportunity to constrain closing code behavior based specific visit types to adhere to quality program. For example, Cityblock requested capability to leave a gap open if an, otherwise valid, closing code was captured during a telehealth visit.

<p></p>

implementation assumption: We could capture under closing code rejectiokn under the Def API's ""override_reason""

<https://cds-hooks.org/specification/current/#overridereason>

<p></p>

# PRD Link

*Link to PRD in Confluence.* [*https://elationhealth.atlassian.net/wiki/spaces/PROD/pages/2038071823/PRD+Sample+Project+Figma-inspired*](https://elationhealth.atlassian.net/wiki/spaces/PROD/pages/2038071823/PRD+Sample+Project+Figma-inspired)

<p></p>";subfeature;Backlog;smokeLight
14451380;b9ef7616-e232-4121-8ddf-b293983b17a4;ASCVD Risk Estimator;"# High\-Level Description

Help providers manage their population by assess the 10 year risk of patients having a cardiovascular problem, such as a heart attack or stroke\.

<https://tools.acc.org/ascvd-risk-estimator-plus/#!/calculate/estimate/>

# PRD Link

[*https://elationhealth\.atlassian\.net/wiki/spaces/PROD/pages/2301820951/PRD\+ASCVD\+Risk\+Estimator*](https://elationhealth.atlassian.net/wiki/spaces/PROD/pages/2301820951/PRD+ASCVD+Risk+Estimator)
";subfeature;Backlog;smokeLight
14461049;b333b608-c0f8-4a31-a9ec-d5b336fe0c4b;"Billing Report 2.0 - Eliminate ""invisible"" bills";"Excerpt from PRD:

<https://elationhealth.atlassian.net/wiki/spaces/PROD/pages/2272362883/PRD+Bill+Visibility+via+Billing+Report+2.0>

<p></p>

<p></p>

- **Increase visibility of bills in Billing Report 2.0**

  - View bills that have PMS errors (and what the error is)

  - View visit notes that do not have a bill associated

  - View bills that have been marked as billed manually at any point (not just limited to 7 days)

  - View bills that have been signed off and successfully sent to PMS

    - Applies to delayed billing on or off

  - View more than 100 bills at a time

  - Users are able to search for / filter bills by additional criteria: state (as defined by status + some other logic)


<p></p>

- **Action on the bill in Billing Report 2.0** 

  - Open exact visit note for the bill is preferred over just opening the bill dialog in Billing Report 2.0 (nice to have)

  - Mark bills as billed manually even with an integrated PMS

    - Adding a reference number is current action to do this today
";subfeature;Done (Archive);green
14461865;ac669bb7-9f7e-4a69-8a35-86bbab408d3f;Billing Report 2.0 - Beta Release;"This feature contains feedback and other tweaks necessary to go-live with Billing <span data-preserve-white-space></span>

Report 2\.0 in Beta and Community releases\.

PRD: [https://elationhealth\.atlassian\.net/wiki/spaces/PROD/pages/2272362883](https://elationhealth.atlassian.net/wiki/spaces/PROD/pages/2272362883)

Figma: [https://www\.figma\.com/file/MCkkKGS72Y06YEFJT7ya92/Proj\_Reducing-Code-Edits?node-id=2322%3A404625](https://www.figma.com/file/MCkkKGS72Y06YEFJT7ya92/Proj_Reducing-Code-Edits?node-id=2322%3A404625)
";subfeature;Done (Archive);green
